Average Hourly Customers,Max Hourly Queue Length,Total Daily Customers,Daily Walkout Customers,Market Milk Price,Market Coffee Price,Market Sugar Price,Daily Milk Cost,Daily Coffee Cost,Daily Sugar Cost,Daily Employee Cost,Gross Daily Income,Net Daily Income,Gross Daily Expense
,,163,85,0.1873247883130212,0.042661706793328716,0.0038815803046307234,78.57108876632809,166.25368838269625,10.222359836320399,114.0,671.1518702900829,302.10473330473815,369.04713698534476
,,164,84,0.1872611261053634,0.04194413598751559,0.0036067529896053364,77.51927897482672,163.251540012868,9.118626102005177,114.0,660.4615992051389,296.572154115439,363.8894450896999
,,175,73,0.18404095252697764,0.04193917863567502,0.003251785296062197,80.89193306916073,173.8665371225183,9.016687314406672,114.0,715.7851693165353,338.0100118104496,377.7751575060857
,,165,83,0.1833288861262924,0.04471357047972555,0.003147123121454784,79.79391838865197,179.19658393212467,8.664753833492389,114.0,689.1185060257387,307.4632498714697,381.655256154269
,,178,70,0.17887400086107133,0.04167501832143536,0.0034339631476136487,80.0400995804194,178.7725679133242,9.480894824441293,114.0,735.984329361218,353.69076704303313,382.29356231818485
,,172,76,0.17918025214031144,0.04144967301773637,0.003534220757965551,79.53924571567336,173.89223151061788,9.7158257848294,114.0,713.2591404580422,336.1118374469216,377.14730301112064
,,170,78,0.1767642283026851,0.043045610710767554,0.0033652227910953287,78.39031880254205,179.62598445821965,9.310129179621148,114.0,714.9963633331456,333.6699308927628,381.3264324403828
,,155,93,0.18103389535293105,0.03872204156976154,0.0030776767429459948,72.29083766356702,142.36730204441514,7.3734798169126625,114.0,629.5078864932582,293.47626696836335,336.03161952489484
,,170,78,0.18258091711666388,0.035938318234822936,0.002922941677962242,81.13849016504808,145.29726135159694,7.81562965329169,114.0,704.0632437456137,355.81186257567697,348.25138116993674
,,168,80,0.1813285346840899,0.03718052763206735,0.0029060054608670105,76.19306912162459,145.9786642099349,7.640220533464321,114.0,678.2021796195123,334.3902257544885,343.81195386502384
,,156,92,0.17965949637938183,0.03802448235307216,0.0027411814917780324,72.69828459509408,143.6860865950595,6.834892549880548,114.0,646.3526829502451,309.13341921021106,337.2192637400341
,,166,82,0.18179044697244018,0.039461843479454896,0.0024993642997135305,76.77544808631909,159.94234638402875,6.5805762714809335,114.0,697.9126707112035,340.61429996937477,357.29837074182876
,,157,91,0.1794071489023641,0.03763663308961886,0.0027624338624379057,75.01679474642096,144.35748722971132,6.9905793554375295,114.0,653.5213390612373,313.1564777296675,340.36486133156984
,,162,86,0.17389663472365932,0.04244493086171887,0.0026961161424956586,70.76341299649278,165.77240119467325,6.9778490045666235,114.0,672.6450728441706,315.13140964843797,357.51366319573265
,,176,72,0.17284654931033266,0.04169916106920788,0.0024677775098855014,78.19549774300091,171.94048808882337,6.987320446723624,114.0,722.094296629707,350.97099035115906,371.1233062785479
,,170,78,0.17878434545226604,0.04375580257482864,0.0020512827383300392,79.93421274611042,181.82868442939437,5.7563796532674205,114.0,713.5893082000239,332.0700313712517,381.5192768287722
,,173,75,0.1809414940051727,0.042860869395383236,0.0018842634948882506,79.81537256253874,178.33697551349647,5.464630313302774,114.0,715.0214257485303,337.4044473591923,377.616978389338
,,165,83,0.17784801613981846,0.04032922617446653,0.002214947520810953,76.89759960822416,161.12698534503306,5.69599718331074,114.0,686.3845698521893,328.6639877156214,357.72058213656794
,,164,84,0.17424005675885879,0.0413195668251317,0.0021810657363785565,73.66002438589342,162.8876608505582,5.7850561716928235,114.0,678.6549733233229,322.32223191517846,356.33274140814444
,,160,88,0.18044045234416722,0.042594553696785706,0.0021158019499263416,76.35210384228623,165.37205415410557,5.501479372234436,114.0,670.2271704848484,309.0015331162222,361.2256373686262
,,164,84,0.1803892649011447,0.04302731689803706,0.0022650509253586007,75.50008204062281,169.39710561688824,5.8376295066517265,114.0,677.0965381345706,312.36172097040776,364.7348171641628
,,170,78,0.1748661739223023,0.04227991917347728,0.0023466409704832464,74.82796760614218,175.2905306214532,6.389481766806324,114.0,708.3365419818439,337.8285619874422,370.5079799944017
,,164,84,0.1741235644161802,0.04120918897931886,0.0022318950786779012,73.21359898499487,161.21641659309688,5.629794084173716,114.0,674.6830962974651,320.62328663519963,354.0598096622655
,,164,84,0.1732275734611845,0.03993375067118888,0.0022623762974626756,74.33039780849754,157.7606072642454,6.044925599716847,114.0,676.7993798292931,324.66344915683334,352.1359306724598
,,169,79,0.17369943074485172,0.039002667536354875,0.0023982764055172036,76.24055559023253,159.3955431994252,6.681200758607301,114.0,703.350255353296,347.03295580503095,356.31729954826505
,,175,73,0.1727029251877776,0.039009352978928206,0.002291979247711816,76.08293613296124,165.77639405769048,6.3735539485811,114.0,731.289989152167,369.05710501293413,362.23288413923285
,,170,78,0.17112814191609757,0.04159018213632265,0.0021629856987715836,75.00349231573583,170.41715307687667,5.7964257328903885,114.0,697.8141025965272,332.59703147102425,365.2170711255029
,,166,82,0.16818956869439394,0.041562283810290604,0.0020309231122807685,73.60852664797551,166.91345487573486,5.578664488934513,114.0,694.146103178223,334.0454571655781,360.1006460126449
,,166,82,0.16576658397359467,0.040393063839003776,0.0020457843194583054,73.40529056102297,160.0933817559434,5.4300028324245995,114.0,680.970843608212,328.04216845882104,352.928675149391
,,173,75,0.16226197390214533,0.0402297864040481,0.00218290011041852,72.1886466690819,167.5233306586637,6.032281700719343,114.0,718.7169423568787,358.9726833284137,359.74425902846497
,,171,77,0.16256525645446285,0.03685762542414572,0.002236545345575604,71.89171992070443,150.13696172186891,6.085204795935508,114.0,701.7008092954242,359.5869228569153,342.11388643850887
,,167,81,0.164116293675473,0.03785548447695394,0.0022332545836624865,70.23001519693229,149.00778294498645,5.927126377105159,114.0,674.7702688731218,335.60534435409795,339.1649245190239
,,159,89,0.16746635450986946,0.03853582243866332,0.0022200119124577288,64.93118736006262,145.6383719575309,5.512451360023531,114.0,645.8368600399959,315.7548493623789,330.08201067761706
,,161,87,0.16435291816897682,0.04094830186231198,0.002099769205975903,68.05765304696804,157.72766933615966,5.365290926962666,114.0,664.2239238894631,319.0733105793727,345.1506133100904
,,170,78,0.16281932923742531,0.03966066032338064,0.002051094405439848,67.99383529578547,162.13321701191958,5.678786155385948,114.0,705.5627325280699,355.75689406497884,349.80583846309105
,,172,76,0.16341171900120105,0.03726009513027021,0.0018338080083106266,69.31349184687407,151.23922725290524,4.823890684534894,114.0,695.9836921849803,356.6070824006661,339.3766097843142
,,164,84,0.16499900892197625,0.038699000248001804,0.0018495456450410546,70.13648196541456,150.7579552426328,4.906150622325105,114.0,668.2609774038367,328.4603895734642,339.8005878303725
,,171,77,0.16157612956349868,0.03716759070419582,0.001874459191459142,72.5277093386738,151.8080418459915,5.074023143788281,114.0,699.8381309352903,356.42835660683676,343.4097743284536
,,159,89,0.16114516774782908,0.03891680730485293,0.0020903851546976967,70.68785585758725,151.52929575153289,5.317792010694347,114.0,664.9004529599389,323.3655093401244,341.5349436198145
,,172,76,0.1643800463761115,0.0379523216355618,0.0020309318603120284,71.17285098476135,155.53102035105056,5.565323414629504,114.0,700.0167390959203,353.7475443454789,346.26919475044144
,,170,78,0.1673263308176295,0.037885496984077865,0.002486729280184628,70.95006720274468,152.1202168685699,6.61963680293098,114.0,687.8674843436605,344.17756346941496,343.68992087424556
,,163,85,0.16561981522926705,0.03861833410198217,0.002451083935068989,67.73150192620194,152.61727890715892,6.408515810963355,114.0,678.9107864851164,338.1534898407922,340.75729664432424
,,169,79,0.16411146594701834,0.03780144917320255,0.002673231213310272,73.80195897185818,154.55892825442942,7.228432920015321,114.0,705.6272921721783,356.0379720258753,349.58932014630295
,,178,70,0.1620705950059211,0.04273738549837037,0.0026617422621869674,72.80083141860543,182.95760253912707,7.738827556170212,114.0,735.759729753461,358.26246823955825,377.49726151390274
,,165,83,0.1675361634730149,0.04349142200882549,0.002715955565672193,68.46328563367523,171.36484014587998,6.972753185923725,114.0,673.1332887190619,312.33240975358297,360.8008789654789
,,162,86,0.16791702785530568,0.041420535981612355,0.002618547488032637,69.0191497421688,162.1572315193589,6.700769878625802,114.0,671.5562235873539,319.6790724472004,351.8771511401535
,,173,75,0.17071570967619892,0.04397004478737822,0.002211912553888075,75.64651044221577,180.48321219096397,6.062494329972409,114.0,708.9894641052234,332.7972471420712,376.1922169631522
,,165,83,0.1680445887559058,0.04195672448018291,0.0023366522761516144,68.91501087172313,169.4592190518745,6.142962523318383,114.0,685.7688115623288,327.2516191154128,358.517192446916
,,168,80,0.16782438261265492,0.0428314887171934,0.002167054361670508,72.36611108646413,174.5686264110165,5.804560510908704,114.0,694.813914125577,328.0746161171876,366.73929800838937
,,163,85,0.16902267956558503,0.04392757454394339,0.001992131627497798,69.92635106917146,169.45202814623923,5.092568429093778,114.0,665.4513191499897,306.9803715054852,358.47094764450446
,,160,88,0.17230104633062607,0.044234241472185735,0.002065856416913924,70.44325416258202,170.39611663073632,5.224916530153487,114.0,661.0053909767868,300.94110365331494,360.06428732347183
,,167,81,0.174516337425776,0.044839599692359254,0.002459816382772807,73.9820182117297,179.75197884395206,6.892440033046189,114.0,693.5070776140569,318.880640525329,374.6264370887279
,,170,78,0.17364799441495718,0.04498056882252179,0.0024188655691319994,77.43530728061585,184.57076934108292,6.705686934821933,114.0,707.6355822056031,324.9238186490824,382.7117635565207
,,173,75,0.17867698859596576,0.042996775120527506,0.0027247831544004813,78.57540519418083,179.51102961356855,7.1676061955614525,114.0,706.1115597830178,326.857518779707,379.2540410033108
,,167,81,0.17589758696585872,0.04722526768217607,0.0025567658019430063,77.8396139586399,190.36152931130317,6.698240560726035,114.0,692.2322747527294,303.33289092206024,388.89938383066914
,,164,84,0.17286748242600689,0.047409202687165,0.0024372128610951178,72.58500416578059,185.77935648801792,6.320484125691319,114.0,679.2436733127753,300.55882853328546,378.6848447794898
,,172,76,0.17774453033241977,0.04806259429283011,0.0021557137622188137,78.37833233479311,197.05186298480996,6.028849425327381,114.0,713.5360691360103,318.0770243910798,395.45904474493045
,,166,82,0.17901026029356631,0.045233214877060154,0.002374570755115684,74.66643893791854,176.47792585806704,6.090705466094659,114.0,673.1544950935021,301.91942483142185,371.2350702620802
,,162,86,0.17789365364576193,0.044784759661408886,0.0026554326014943588,75.2939838783451,172.10835798874675,6.817217064749207,114.0,660.021058869129,291.80149993728793,368.21955893184105
,,161,87,0.18029326585062508,0.0417655950219995,0.0028775700395080274,71.60789807414787,160.68864719797776,7.097464069714009,114.0,658.4782470893427,305.0842377475031,353.39400934183965
,,170,78,0.18071676852809032,0.04385064714188135,0.002905822004932368,76.8446377251356,177.42110160527855,7.753704663885375,114.0,700.2096731410389,324.1902291467394,376.01944399429954
,,166,82,0.1828618594988301,0.04124564796206333,0.002813547914748159,78.66996062674387,165.78435026283583,7.640706560950179,114.0,687.8035857963508,321.70856834582094,366.0950174505299
,,158,90,0.17688069468470655,0.04006309988280678,0.002576843694923315,71.21675045739727,152.60282533433372,6.639708107610024,114.0,654.8639784879456,310.40469458860457,344.459283899341
,,167,81,0.1762934192403909,0.038506896861430835,0.0027194876717050983,73.93979989574491,153.22683960906596,7.409191170196432,114.0,692.6138432073519,344.0380125323446,348.5758306750073
,,160,88,0.17309049848083613,0.03786362776077568,0.0025811951918047983,69.3449574667135,144.39945893500774,6.648495668422506,114.0,664.3768410416616,329.9839289715178,334.3929120701438
,,172,76,0.17670114708123946,0.038266841640764514,0.002921305952337448,77.7046239592081,157.26272881614517,8.126593059579827,114.0,713.9931165990239,356.8991707640908,357.0939458349331
,,171,77,0.1736065844561324,0.03922037897205376,0.0028499278675678027,76.65404726165742,160.92101257182256,7.7933331867111715,114.0,707.4746492492756,348.10625622908435,359.3683930201912
,,163,85,0.17795651167217116,0.036493628239689706,0.002522469796231434,74.11048628287936,141.15614174265582,6.419643980146191,114.0,665.2414655857372,329.5551935800558,335.68627200568136
,,164,84,0.17282253282202387,0.033718886897700216,0.0023776596901893764,72.67198730715626,134.36848938961575,6.3686550508906565,114.0,683.6639727747676,356.25484102710493,327.4091317476626
,,163,85,0.1727864663069111,0.03382180215108428,0.00219493925661013,72.90150355052815,134.47895918891334,5.866987796019311,114.0,678.9691173580181,351.7216668225573,327.2474505354608
,,164,84,0.176874752763334,0.03038972760897598,0.0023355534476399414,74.6889154529084,121.00153351388428,6.286810672285808,114.0,685.4025934968085,369.42533385773004,315.9772596390785
,,163,85,0.1781053895477467,0.03193174326893592,0.0025328428702233573,73.10229407488703,126.15604267428883,6.7392159999015995,114.0,679.1685303373795,359.17097758830204,319.99755274907744
,,161,87,0.18094639713829577,0.029848473466677086,0.0027768788736631804,76.71937941597135,114.85226452380557,7.041679499963158,114.0,667.4243938642308,354.8110704244907,312.61332343974004
,,,,,,,,,,,,,
